
      +------------------+
      |   id          x1 |
4516. | 4516   -.7956904 |
4517. | 4517    .4432195 |
4518. | 4518   -.0732006 |
4519. | 4519    .2918698 |
4520. | 4520   -.4760196 |
      |------------------|
4521. | 4521   -.9520155 |
4522. | 4522    .1558196 |
4523. | 4523    1.336314 |
4524. | 4524    .7590442 |
4525. | 4525   -.3407896 |
      |------------------|
4526. | 4526   -.8897461 |
4527. | 4527    .3010679 |
4528. | 4528    1.846552 |
4529. | 4529    .4864765 |
4530. | 4530    .7388727 |
      |------------------|
4531. | 4531   -.5813118 |
4532. | 4532   -.2591076 |
4533. | 4533   -.0722092 |
4534. | 4534    -.875471 |
4535. | 4535    .4948245 |
      |------------------|
4536. | 4536    .2440356 |
4537. | 4537   -.5827609 |
4538. | 4538    .9838862 |
4539. | 4539    1.518373 |
4540. | 4540   -1.188808 |
      |------------------|
4541. | 4541   -1.095444 |
4542. | 4542   -1.532837 |
4543. | 4543    .3766868 |
4544. | 4544   -.0922724 |
4545. | 4545   -.4039968 |
      |------------------|
4546. | 4546    .5240511 |
4547. | 4547    .1507683 |
4548. | 4548    1.050699 |
4549. | 4549    -.668591 |
4550. | 4550    1.238633 |
      |------------------|
4551. | 4551   -.7698199 |
4552. | 4552     1.38042 |
4553. | 4553   -.6295145 |
4554. | 4554   -1.232647 |
4555. | 4555   -.0180821 |
      |------------------|
4556. | 4556   -.6589402 |
4557. | 4557    2.136883 |
4558. | 4558   -.5328469 |
4559. | 4559    .0624385 |
4560. | 4560     -.67567 |
      |------------------|
4561. | 4561   -.8693425 |
4562. | 4562    -2.52374 |
4563. | 4563    .1433934 |
4564. | 4564   -1.375225 |
4565. | 4565    .0630936 |
      |------------------|
4566. | 4566    .7634131 |
4567. | 4567   -.3751132 |
4568. | 4568   -.4855952 |
4569. | 4569   -.7120175 |
4570. | 4570    .4207729 |
      |------------------|
4571. | 4571   -.4610909 |
4572. | 4572   -1.500097 |
4573. | 4573    -.830411 |
4574. | 4574   -1.751809 |
4575. | 4575   -.7684493 |
      |------------------|
4576. | 4576    .0787743 |
4577. | 4577   -1.029263 |
4578. | 4578    .8656589 |
4579. | 4579    .0128185 |
4580. | 4580     -.68218 |
      |------------------|
4581. | 4581   -.3453643 |
4582. | 4582   -.6498787 |
4583. | 4583    .4947697 |
4584. | 4584   -.4097261 |
4585. | 4585   -1.397356 |
      |------------------|
4586. | 4586    .2547115 |
4587. | 4587    1.904751 |
4588. | 4588    1.307437 |
4589. | 4589    1.161719 |
4590. | 4590    .5245367 |
      |------------------|
4591. | 4591   -2.101518 |
4592. | 4592   -1.114519 |
4593. | 4593   -1.798887 |
4594. | 4594   -1.362278 |
4595. | 4595   -1.364003 |
      |------------------|
4596. | 4596   -.2565893 |
4597. | 4597   -.4409831 |
4598. | 4598    .1556411 |
4599. | 4599    .3505611 |
4600. | 4600    1.338496 |
      |------------------|
4601. | 4601    .7591127 |
4602. | 4602   -.7205709 |
4603. | 4603    .6467924 |
4604. | 4604   -.7512684 |
4605. | 4605   -.7001734 |
      |------------------|
4606. | 4606    .7021418 |
4607. | 4607    .2947318 |
4608. | 4608   -2.122591 |
4609. | 4609   -.6387746 |
4610. | 4610    .3593743 |
      |------------------|
4611. | 4611    .5524215 |
4612. | 4612    1.088974 |
4613. | 4613    .7230756 |
4614. | 4614    1.571498 |
4615. | 4615   -.7102391 |
      |------------------|
4616. | 4616   -.6979937 |
4617. | 4617   -.5800877 |
4618. | 4618    1.784894 |
4619. | 4619    -.490407 |
4620. | 4620    1.410202 |
      |------------------|
4621. | 4621   -.6299628 |
4622. | 4622    .2067776 |
4623. | 4623   -.2627205 |
4624. | 4624   -.4965191 |
4625. | 4625    .1988974 |
      |------------------|
4626. | 4626   -.0408921 |
4627. | 4627   -.7076318 |
4628. | 4628   -.3435475 |
4629. | 4629    1.210831 |
4630. | 4630    1.006349 |
      |------------------|
4631. | 4631    -.035234 |
4632. | 4632   -.2178666 |
4633. | 4633   -.6343088 |
4634. | 4634   -.0118106 |
4635. | 4635   -.6931374 |
      |------------------|
4636. | 4636    .4454861 |
4637. | 4637   -.5187351 |
4638. | 4638     .496164 |
4639. | 4639   -.6687474 |
4640. | 4640   -.3993267 |
      |------------------|
4641. | 4641   -.0448438 |
4642. | 4642   -.0626457 |
4643. | 4643   -1.101432 |
4644. | 4644    .5323291 |
4645. | 4645    1.863382 |
      |------------------|
4646. | 4646   -1.269003 |
4647. | 4647    .3691031 |
4648. | 4648    .2376338 |
4649. | 4649   -.2400608 |
4650. | 4650    -1.02477 |
      |------------------|
4651. | 4651   -1.147491 |
4652. | 4652    .1080773 |
4653. | 4653   -.0413456 |
4654. | 4654   -1.127669 |
4655. | 4655    4.327502 |
      |------------------|
4656. | 4656    1.075258 |
4657. | 4657    .4381823 |
4658. | 4658    .8113363 |
4659. | 4659    1.315786 |
4660. | 4660    1.245757 |
      |------------------|
4661. | 4661   -.3483825 |
4662. | 4662    1.372912 |
4663. | 4663    -.176698 |
4664. | 4664   -.1664184 |
4665. | 4665    .9666712 |
      |------------------|
4666. | 4666   -1.107785 |
4667. | 4667    .6024873 |
4668. | 4668    2.801937 |
4669. | 4669    2.029204 |
4670. | 4670    .6765311 |
      |------------------|
4671. | 4671   -.2069582 |
4672. | 4672     1.18642 |
4673. | 4673   -1.571271 |
4674. | 4674   -1.192754 |
4675. | 4675   -.4853799 |
      |------------------|
4676. | 4676    -.149194 |
4677. | 4677   -.2592918 |
4678. | 4678   -.7001333 |
4679. | 4679   -.0056688 |
4680. | 4680   -1.008684 |
      |------------------|
4681. | 4681    1.659217 |
4682. | 4682   -.2876464 |
4683. | 4683   -1.110232 |
4684. | 4684    1.456418 |
4685. | 4685   -.8525108 |
      |------------------|
4686. | 4686    -.331048 |
4687. | 4687    -1.35791 |
4688. | 4688    1.747255 |
4689. | 4689    2.747668 |
4690. | 4690   -1.125515 |
      |------------------|
4691. | 4691   -.2961581 |
4692. | 4692   -.8915027 |
4693. | 4693   -.7233633 |
4694. | 4694    .4356543 |
4695. | 4695    .7378742 |
      |------------------|
4696. | 4696    1.110401 |
4697. | 4697    .1116281 |
4698. | 4698    1.427414 |
4699. | 4699    .2970918 |
4700. | 4700    -.409418 |
      |------------------|
4701. | 4701    1.153025 |
4702. | 4702    .6521334 |
4703. | 4703    .7043484 |
4704. | 4704     1.31397 |
4705. | 4705   -1.270717 |
      |------------------|
4706. | 4706   -1.325034 |
4707. | 4707    .1317844 |
4708. | 4708    .2673543 |
4709. | 4709   -.5601874 |
4710. | 4710   -1.019161 |
      |------------------|
4711. | 4711    .1703208 |
4712. | 4712    .1283538 |
4713. | 4713    1.084209 |
4714. | 4714    .0240496 |
4715. | 4715     .027537 |
      |------------------|
4716. | 4716   -.3076384 |
4717. | 4717   -.3016057 |
4718. | 4718    1.050488 |
4719. | 4719    1.084917 |
4720. | 4720   -.6283584 |
      |------------------|
4721. | 4721   -1.632287 |
4722. | 4722   -2.016925 |
4723. | 4723   -.5672783 |
4724. | 4724   -1.379978 |
4725. | 4725    .1872946 |
      |------------------|
4726. | 4726    -.543295 |
4727. | 4727    .1132788 |
4728. | 4728    1.237486 |
4729. | 4729   -.9874809 |
4730. | 4730    .7639098 |
      |------------------|
4731. | 4731    .2522312 |
4732. | 4732    .8218003 |
4733. | 4733     .704891 |
4734. | 4734    1.335205 |
4735. | 4735   -.2734958 |
      |------------------|
4736. | 4736   -.7261565 |
4737. | 4737   -.9716892 |
4738. | 4738   -1.046717 |
4739. | 4739    .0367003 |
4740. | 4740   -.5798823 |
      |------------------|
4741. | 4741    1.450001 |
4742. | 4742    .0307327 |
4743. | 4743   -.2122334 |
4744. | 4744    -.011373 |
4745. | 4745    2.393008 |
      |------------------|
4746. | 4746   -.8363855 |
4747. | 4747   -.2422721 |
4748. | 4748    3.322945 |
4749. | 4749   -2.456728 |
4750. | 4750    .5596253 |
      |------------------|
4751. | 4751   -.8624763 |
4752. | 4752   -.1479369 |
4753. | 4753   -.6153586 |
4754. | 4754    1.141867 |
4755. | 4755     .923165 |
      |------------------|
4756. | 4756    -.408285 |
4757. | 4757    -.615953 |
4758. | 4758   -.2833021 |
4759. | 4759    .1913438 |
4760. | 4760    .0093877 |
      |------------------|
4761. | 4761   -.4552577 |
4762. | 4762   -.6883606 |
4763. | 4763    -1.84254 |
4764. | 4764    .3114208 |
4765. | 4765   -.3685291 |
      |------------------|
4766. | 4766    .4967452 |
4767. | 4767   -1.481097 |
4768. | 4768    1.672835 |
4769. | 4769   -.6203809 |
4770. | 4770    .6824542 |
      |------------------|
4771. | 4771    .3512259 |
4772. | 4772    .2932375 |
4773. | 4773    .4056757 |
4774. | 4774   -.2272845 |
4775. | 4775    1.594546 |
      |------------------|
4776. | 4776    .0302535 |
4777. | 4777   -1.119001 |
4778. | 4778    1.420903 |
4779. | 4779     1.00964 |
4780. | 4780   -.9910513 |
      |------------------|
4781. | 4781    -.423648 |
4782. | 4782    .0981276 |
4783. | 4783    2.120672 |
4784. | 4784   -2.207211 |
4785. | 4785    .6178522 |
      |------------------|
4786. | 4786     .664811 |
4787. | 4787     -.52163 |
4788. | 4788    .7684895 |
4789. | 4789   -.9821469 |
4790. | 4790   -1.789357 |
      |------------------|
4791. | 4791    .4273272 |
4792. | 4792    1.246084 |
4793. | 4793    .0332185 |
4794. | 4794    -2.18522 |
4795. | 4795   -.9418392 |
      |------------------|
4796. | 4796   -1.598762 |
4797. | 4797    .0301181 |
4798. | 4798    .2712153 |
4799. | 4799   -.5146348 |
4800. | 4800    .5916009 |
      |------------------|
4801. | 4801   -.1850668 |
4802. | 4802    .6048201 |
4803. | 4803   -.2603596 |
4804. | 4804    .6320529 |
4805. | 4805   -.3408342 |
      |------------------|
4806. | 4806   -.1589489 |
4807. | 4807   -.4144245 |
4808. | 4808    .4314082 |
4809. | 4809   -.1043189 |
4810. | 4810    .6827478 |
      |------------------|
4811. | 4811   -2.191492 |
4812. | 4812   -2.137079 |
4813. | 4813   -1.646093 |
4814. | 4814   -.7163372 |
4815. | 4815     .066888 |
      |------------------|
4816. | 4816     .186559 |
4817. | 4817    1.179491 |
4818. | 4818    1.085441 |
4819. | 4819    .9448319 |
4820. | 4820    .2058428 |
      |------------------|
4821. | 4821    .5078794 |
4822. | 4822   -.8914732 |
4823. | 4823   -1.228961 |
4824. | 4824    .7725147 |
4825. | 4825   -.0188225 |
      |------------------|
4826. | 4826    .9849344 |
4827. | 4827   -.2367519 |
4828. | 4828    .5271725 |
4829. | 4829    -.112545 |
4830. | 4830   -.0672748 |
      |------------------|
4831. | 4831    .1501409 |
4832. | 4832     .035747 |
4833. | 4833    .7918066 |
4834. | 4834    .3160273 |
4835. | 4835    .9668262 |
      |------------------|
4836. | 4836   -.3538582 |
4837. | 4837   -.3921899 |
4838. | 4838   -.5083962 |
4839. | 4839    .7658342 |
4840. | 4840    .8255516 |
      |------------------|
4841. | 4841    .7456093 |
4842. | 4842     1.20167 |
4843. | 4843    .4747246 |
4844. | 4844   -1.701356 |
4845. | 4845   -.8223261 |
      |------------------|
4846. | 4846    .9848264 |
4847. | 4847    .7915393 |
4848. | 4848    1.126747 |
4849. | 4849    .7717887 |
4850. | 4850   -.4531025 |
      |------------------|
4851. | 4851   -.6758794 |
4852. | 4852    .7921433 |
4853. | 4853    .2468976 |
4854. | 4854    .2586308 |
4855. | 4855   -.1266836 |
      |------------------|
4856. | 4856    1.782124 |
4857. | 4857    .6569412 |
4858. | 4858   -.0474701 |
4859. | 4859    .9568143 |
4860. | 4860    .7022813 |
      |------------------|
4861. | 4861    .0503612 |
4862. | 4862   -1.545632 |
4863. | 4863   -1.153361 |
4864. | 4864   -1.173891 |
4865. | 4865    1.055802 |
      |------------------|
4866. | 4866    1.211447 |
4867. | 4867   -1.764448 |
4868. | 4868   -1.053102 |
4869. | 4869    -1.92103 |
4870. | 4870   -2.006341 |
      |------------------|
4871. | 4871    .0405576 |
4872. | 4872    .4293909 |
4873. | 4873    1.309679 |
4874. | 4874    .0706633 |
4875. | 4875    1.221287 |
      |------------------|
4876. | 4876    .6107526 |
4877. | 4877    .5444806 |
4878. | 4878     .489005 |
4879. | 4879   -.2190132 |
4880. | 4880    .5331452 |
      |------------------|
4881. | 4881    1.380369 |
4882. | 4882    .9409417 |
4883. | 4883    .3008701 |
4884. | 4884   -.3518135 |
4885. | 4885   -.4030856 |
      |------------------|
4886. | 4886    .6374127 |
4887. | 4887   -.4579473 |
4888. | 4888    .9279084 |
4889. | 4889    .8776493 |
4890. | 4890    1.036325 |
      |------------------|
4891. | 4891     1.43017 |
4892. | 4892    -2.01954 |
4893. | 4893    .2048317 |
4894. | 4894   -.5897563 |
4895. | 4895   -.6405899 |
      |------------------|
4896. | 4896    .8925982 |
4897. | 4897   -.8615189 |
4898. | 4898    .4123996 |
4899. | 4899    -.198434 |
4900. | 4900    -.334577 |
      |------------------|
4901. | 4901   -1.789771 |
4902. | 4902   -.6352498 |
4903. | 4903   -1.038577 |
4904. | 4904    .4422464 |
4905. | 4905    .3885506 |
      |------------------|
4906. | 4906   -1.161692 |
4907. | 4907   -.4163769 |
4908. | 4908    .7657267 |
4909. | 4909    .9617893 |
4910. | 4910    .1546033 |
      |------------------|
4911. | 4911   -1.586904 |
4912. | 4912   -.2834614 |
4913. | 4913    1.193363 |
4914. | 4914    .5320115 |
4915. | 4915   -1.062199 |
      |------------------|
4916. | 4916    1.006485 |
4917. | 4917    .0778181 |
4918. | 4918    .1600841 |
4919. | 4919    1.406181 |
4920. | 4920    1.810705 |
      |------------------|
4921. | 4921   -1.136564 |
4922. | 4922    .2702892 |
4923. | 4923    .8808218 |
4924. | 4924   -1.305504 |
4925. | 4925    .5201687 |
      |------------------|
4926. | 4926   -.4969384 |
4927. | 4927   -1.063742 |
4928. | 4928    1.024309 |
4929. | 4929    1.045004 |
4930. | 4930   -.1683987 |
      |------------------|
4931. | 4931    .6262138 |
4932. | 4932   -.3629059 |
4933. | 4933   -.3148765 |
4934. | 4934   -1.133403 |
4935. | 4935    1.257271 |
      |------------------|
4936. | 4936    .6418511 |
4937. | 4937    .0257854 |
4938. | 4938    1.044826 |
4939. | 4939    .1870363 |
4940. | 4940    1.785986 |
      |------------------|
4941. | 4941    .8379589 |
4942. | 4942   -.6463836 |
4943. | 4943    .7722576 |
4944. | 4944   -2.260085 |
4945. | 4945    -.631664 |
      |------------------|
4946. | 4946    1.659873 |
4947. | 4947   -.3883834 |
4948. | 4948    1.929182 |
4949. | 4949    -.402634 |
4950. | 4950    1.234865 |
      |------------------|
4951. | 4951    -1.03335 |
4952. | 4952    .9485812 |
4953. | 4953    -1.89962 |
4954. | 4954   -.4535636 |
4955. | 4955     -.70582 |
      |------------------|
4956. | 4956   -1.812471 |
4957. | 4957    .6663451 |
4958. | 4958   -1.258465 |
4959. | 4959   -.5883984 |
4960. | 4960   -.3159193 |
      |------------------|
4961. | 4961   -.2690091 |
4962. | 4962   -1.076282 |
4963. | 4963   -.0661813 |
4964. | 4964    1.141652 |
4965. | 4965   -.5004427 |
      |------------------|
4966. | 4966    .4844427 |
4967. | 4967   -1.456022 |
4968. | 4968   -.0915256 |
4969. | 4969   -.1930728 |
4970. | 4970    1.518656 |
      |------------------|
4971. | 4971   -.5654137 |
4972. | 4972    -.656994 |
4973. | 4973    1.170162 |
4974. | 4974    .3998105 |
4975. | 4975   -1.577896 |
      |------------------|
4976. | 4976    .7187238 |
4977. | 4977   -.9738277 |
4978. | 4978   -.6648868 |
4979. | 4979    1.520428 |
4980. | 4980     -.18784 |
      |------------------|
4981. | 4981   -1.742421 |
4982. | 4982   -.4725541 |
4983. | 4983   -.6410695 |
4984. | 4984    .0749999 |
4985. | 4985   -.7846132 |
      |------------------|
4986. | 4986    .6974925 |
4987. | 4987    .1478648 |
4988. | 4988   -.6434116 |
4989. | 4989   -.1613059 |
4990. | 4990    .8942111 |
      |------------------|
4991. | 4991   -.5337873 |
4992. | 4992   -.6364748 |
4993. | 4993   -.8159342 |
4994. | 4994   -1.606198 |
4995. | 4995   -.4906284 |
      |------------------|
4996. | 4996   -.0220068 |
4997. | 4997   -.7492985 |
4998. | 4998    1.581826 |
4999. | 4999    1.753236 |
5000. | 5000    1.347782 |
      |------------------|
5001. | 5001   -.4394689 |
5002. | 5002   -1.307665 |
5003. | 5003    .9415141 |
5004. | 5004   -1.454106 |
5005. | 5005   -.2958967 |
      |------------------|
5006. | 5006    .6244799 |
5007. | 5007    1.891935 |
5008. | 5008    .2080466 |
5009. | 5009    .1461696 |
5010. | 5010   -1.927433 |
      |------------------|
5011. | 5011    .4165313 |
5012. | 5012   -.1245463 |
5013. | 5013   -.4452528 |
5014. | 5014    .5730605 |
5015. | 5015   -.7863148 |
      |------------------|
5016. | 5016   -1.383799 |
5017. | 5017   -.5015511 |
5018. | 5018    .2278107 |
5019. | 5019   -.3862657 |
5020. | 5020   -2.222918 |
      |------------------|
5021. | 5021    .0780778 |
5022. | 5022    .4356133 |
5023. | 5023    .0103784 |
5024. | 5024    .4351495 |
5025. | 5025    1.689404 |
      |------------------|
5026. | 5026    .4269526 |
5027. | 5027    .0303288 |
5028. | 5028     .773715 |
5029. | 5029   -1.362643 |
5030. | 5030   -1.370986 |
      |------------------|
5031. | 5031   -2.160915 |
5032. | 5032   -.5678221 |
5033. | 5033    .3672491 |
5034. | 5034    .9476579 |
5035. | 5035   -.0860483 |
      |------------------|
5036. | 5036    .0547386 |
5037. | 5037     1.97205 |
5038. | 5038    .9895108 |
5039. | 5039    .1814958 |
5040. | 5040   -.6160136 |
      |------------------|
5041. | 5041   -1.137007 |
5042. | 5042    .0077174 |
5043. | 5043   -.6015227 |
5044. | 5044    1.953169 |
5045. | 5045    .7944492 |
      |------------------|
5046. | 5046   -1.351914 |
5047. | 5047   -.2055252 |
5048. | 5048    .6773723 |
5049. | 5049    1.402327 |
5050. | 5050    1.304599 |
      |------------------|
5051. | 5051   -.6453162 |
5052. | 5052   -.5968198 |
5053. | 5053    1.766836 |
5054. | 5054   -.5585946 |
5055. | 5055    .9750518 |
      |------------------|
5056. | 5056    .2473874 |
5057. | 5057   -.2624464 |
5058. | 5058    .2633491 |
5059. | 5059    .6008686 |
5060. | 5060    1.008221 |
      |------------------|
5061. | 5061    .5953281 |
5062. | 5062   -1.580488 |
5063. | 5063    .5453329 |
5064. | 5064     1.56738 |
5065. | 5065    .8673105 |
      |------------------|
5066. | 5066    .8016506 |
5067. | 5067   -.0622461 |
5068. | 5068    .2045419 |
5069. | 5069    .5905648 |
5070. | 5070    .2627227 |
      |------------------|
5071. | 5071    .2306999 |
5072. | 5072    1.568636 |
5073. | 5073   -.5729715 |
5074. | 5074   -.0490573 |
5075. | 5075    .5787892 |
