
      +------------------------------+
      |   id          x1          x2 |
4093. | 4093   -.9583278   -1.126837 |
4094. | 4094   -.1458792     .040027 |
4095. | 4095    1.074129   -.7499543 |
      |------------------------------|
4096. | 4096    1.158774    .0820383 |
4097. | 4097   -.1149104    .1544511 |
4098. | 4098    .5786081    .7781081 |
4099. | 4099    1.265966   -1.423912 |
4100. | 4100    .2310974    .8730394 |
      |------------------------------|
4101. | 4101   -1.418266   -.3327473 |
4102. | 4102   -.1924226   -.1133387 |
4103. | 4103    1.268681   -.0003386 |
4104. | 4104    .4518325    .0637802 |
4105. | 4105   -1.126258    -.969521 |
      |------------------------------|
4106. | 4106   -.8316744    .8702515 |
4107. | 4107    .1100063    .3979165 |
4108. | 4108   -.7569385   -.3950154 |
4109. | 4109    1.631873    .1125722 |
4110. | 4110    .4498582   -1.004354 |
      |------------------------------|
4111. | 4111    2.027352    1.103625 |
4112. | 4112    -1.68328   -.4082671 |
4113. | 4113    .8834497   -.4460366 |
4114. | 4114    .3643095   -1.295472 |
4115. | 4115   -1.749144    1.690556 |
      |------------------------------|
4116. | 4116   -.9916849   -1.804604 |
4117. | 4117     1.44901    .9375108 |
4118. | 4118     -.28443    1.891672 |
4119. | 4119   -.6464244   -.8641766 |
4120. | 4120   -.9569373    1.153136 |
      |------------------------------|
4121. | 4121    .0533818    .7782153 |
4122. | 4122   -.2794377    .2882422 |
4123. | 4123    1.917029    .3286323 |
4124. | 4124   -.6583118    1.034411 |
4125. | 4125    1.715381   -.3566002 |
      |------------------------------|
4126. | 4126   -.6764867   -.6189128 |
4127. | 4127   -1.473874    .4796953 |
4128. | 4128    .8136844   -1.193115 |
4129. | 4129    1.116267   -.6274465 |
4130. | 4130    .4775353   -.4040344 |
      |------------------------------|
4131. | 4131    .5609817   -1.385046 |
4132. | 4132    .2048889   -1.435781 |
4133. | 4133   -.9143302    .2199017 |
4134. | 4134    .7168705   -.9025705 |
4135. | 4135    .6593939   -.8791023 |
      |------------------------------|
4136. | 4136   -1.012712   -.8336386 |
4137. | 4137   -.0425421   -.3261867 |
4138. | 4138    .0784116    -1.79343 |
4139. | 4139   -.7123216    .0145006 |
4140. | 4140   -.0273134   -.2265698 |
      |------------------------------|
4141. | 4141   -.4043978     .337544 |
4142. | 4142   -.6522308    1.453882 |
4143. | 4143    1.292642    .0242294 |
4144. | 4144   -1.555916   -1.500283 |
4145. | 4145    .5242985   -1.062082 |
      |------------------------------|
4146. | 4146   -2.840086   -.4559202 |
4147. | 4147   -.9188141   -1.011992 |
4148. | 4148    .0061483    .4439756 |
4149. | 4149      -.0901    .4962482 |
4150. | 4150     .013635   -.4062722 |
      |------------------------------|
4151. | 4151    .1071787   -.8491404 |
4152. | 4152   -.0133031   -1.314563 |
4153. | 4153   -1.016438   -.0168195 |
4154. | 4154   -.8753561   -.1179892 |
4155. | 4155    .5281762     .022296 |
      |------------------------------|
4156. | 4156   -2.057618    .4409753 |
4157. | 4157   -.3222974   -1.465263 |
4158. | 4158    .5979892   -.0454702 |
4159. | 4159   -.3140424   -.6500402 |
4160. | 4160    .0982415    .1741041 |
      |------------------------------|
4161. | 4161    -.041541     .050033 |
4162. | 4162    .8726099    1.816094 |
4163. | 4163   -.7958353    1.697664 |
4164. | 4164    -.624966   -2.236067 |
4165. | 4165    2.337829    .9030526 |
      |------------------------------|
4166. | 4166   -1.591134   -.3544896 |
4167. | 4167   -.4615539    1.912561 |
4168. | 4168    .7511481   -.3791592 |
4169. | 4169    -.069051    .4725941 |
4170. | 4170    .7078589    .9961922 |
      |------------------------------|
4171. | 4171    .1257341    .8271432 |
4172. | 4172     .374032    .0135385 |
4173. | 4173   -.9005386    .4422958 |
4174. | 4174   -.8231828   -.6046908 |
4175. | 4175   -1.307224    1.038405 |
      |------------------------------|
4176. | 4176   -1.631229   -.3498675 |
4177. | 4177   -1.171998   -2.079648 |
4178. | 4178    1.360381    .1813049 |
4179. | 4179   -.0298018   -1.284946 |
4180. | 4180   -.8948191    .7416489 |
      |------------------------------|
4181. | 4181    .9176092    1.456031 |
4182. | 4182   -.0246255    .4404127 |
4183. | 4183   -.7592183   -1.189199 |
4184. | 4184    1.897714    1.609363 |
4185. | 4185    .5126263    -.938849 |
      |------------------------------|
4186. | 4186   -.7950854    .9492621 |
4187. | 4187    .9738467   -1.776968 |
4188. | 4188     .008382    .2767783 |
4189. | 4189     1.45085    .1216265 |
4190. | 4190   -.0139735    .5646693 |
      |------------------------------|
4191. | 4191   -1.015458    1.446844 |
4192. | 4192    .8143855   -.4239711 |
4193. | 4193    .1035005   -.3105115 |
4194. | 4194    1.635196   -.1671511 |
4195. | 4195   -.6894976    -1.01597 |
      |------------------------------|
4196. | 4196   -1.178784   -.6028869 |
4197. | 4197   -.1924275   -.8065876 |
4198. | 4198   -.7432324    .9762519 |
4199. | 4199   -1.682509   -.5164062 |
4200. | 4200    .5856829   -.5000005 |
      |------------------------------|
4201. | 4201    .2772074   -.6496673 |
4202. | 4202   -.8764663    .8709023 |
4203. | 4203   -1.115905   -.1321483 |
4204. | 4204   -.5841191   -.4379284 |
4205. | 4205   -.0847672    -.100996 |
      |------------------------------|
4206. | 4206    .3735327    .7334204 |
4207. | 4207   -.7123652   -.7659997 |
4208. | 4208   -.5155028   -.6862009 |
4209. | 4209     .543896    .1280478 |
4210. | 4210    3.199156   -.3251039 |
      |------------------------------|
4211. | 4211    1.526032   -.9986546 |
4212. | 4212   -.5793883    .0479327 |
4213. | 4213    .6535214    -.689625 |
4214. | 4214   -.9131308   -.7050585 |
4215. | 4215    .8627092    1.182667 |
      |------------------------------|
4216. | 4216    1.264193    .3564975 |
4217. | 4217     .605513    1.093636 |
4218. | 4218   -2.103661    .1888096 |
4219. | 4219   -.9447627    .4850058 |
4220. | 4220   -.3239103    .7519406 |
      |------------------------------|
4221. | 4221    .4579169    1.321845 |
4222. | 4222   -.2906576    .8997843 |
4223. | 4223    -.464457   -.7212321 |
4224. | 4224   -1.865287   -.2043241 |
4225. | 4225   -.2565785   -.1749132 |
      |------------------------------|
4226. | 4226    1.618751    .9863491 |
4227. | 4227    1.358897   -1.487588 |
4228. | 4228    .7815205   -.7686504 |
4229. | 4229   -.5790942   -1.162038 |
4230. | 4230    .1547763    1.512042 |
      |------------------------------|
4231. | 4231    .1918859     .117138 |
4232. | 4232    .9876789   -.1455733 |
4233. | 4233    1.015836    .3969279 |
4234. | 4234   -.7623481    1.291945 |
4235. | 4235   -.7955488    1.036756 |
      |------------------------------|
4236. | 4236   -.4995227   -.0086112 |
4237. | 4237   -.8511258    .1550599 |
4238. | 4238    .3789719    1.861091 |
4239. | 4239     .653951   -.6733714 |
4240. | 4240   -.0590856    .0627321 |
      |------------------------------|
4241. | 4241   -.9377998    .6000287 |
4242. | 4242    .6898872   -2.409919 |
4243. | 4243    .8764172    1.388786 |
4244. | 4244    .2190178    1.286094 |
4245. | 4245    .9483677   -1.749915 |
      |------------------------------|
4246. | 4246   -.4666586    .2529494 |
4247. | 4247    .9583305     1.04096 |
4248. | 4248   -.3176509   -1.367647 |
4249. | 4249   -1.218607     .308984 |
4250. | 4250    1.324289   -.4922044 |
      |------------------------------|
4251. | 4251   -.3642995   -.8222877 |
4252. | 4252    1.211204      .47257 |
4253. | 4253    .5938907    .1736574 |
4254. | 4254     1.33831   -.3394563 |
4255. | 4255    1.874289    .5516604 |
      |------------------------------|
4256. | 4256   -1.144855    1.877782 |
4257. | 4257    .7015269   -2.512374 |
4258. | 4258     .258392    .7536734 |
4259. | 4259   -1.567268    .4999088 |
4260. | 4260   -.2427711    .7220959 |
      |------------------------------|
4261. | 4261   -.2497497   -1.199715 |
4262. | 4262    -2.25256    1.362557 |
4263. | 4263   -1.655284    .2669158 |
4264. | 4264   -1.091555    1.516948 |
4265. | 4265   -.0906107    .1538237 |
      |------------------------------|
4266. | 4266    -1.46181    2.897929 |
4267. | 4267    .9826273    .2688658 |
4268. | 4268   -.7368407   -.4831552 |
4269. | 4269     -.11589     1.11728 |
4270. | 4270   -.0340303   -.3625072 |
      |------------------------------|
4271. | 4271     1.02397   -1.207339 |
4272. | 4272    -.685893    1.524815 |
4273. | 4273    1.024668    1.106358 |
4274. | 4274   -1.653168    1.749276 |
4275. | 4275    .7198932     .824465 |
      |------------------------------|
4276. | 4276   -1.440493   -1.401441 |
4277. | 4277   -1.044196    .0065989 |
4278. | 4278    1.265164    .8472645 |
4279. | 4279   -.4011777   -1.099958 |
4280. | 4280   -.3973484    1.175825 |
      |------------------------------|
4281. | 4281   -.2374387    -.476411 |
4282. | 4282    -.285639    1.179494 |
4283. | 4283   -.8357807    .3248592 |
4284. | 4284   -.3765244    .9251938 |
4285. | 4285   -.2393859   -.5163294 |
      |------------------------------|
4286. | 4286   -.8032349     -.10969 |
4287. | 4287    3.074134     -1.4657 |
4288. | 4288   -.3569439    .6801577 |
4289. | 4289   -.2032151    2.699537 |
4290. | 4290   -2.187982    .3784432 |
      |------------------------------|
4291. | 4291    .3643812    -.442588 |
4292. | 4292    .0910988   -.7715005 |
4293. | 4293    .8477681    .2461887 |
4294. | 4294    .3483029    .5609391 |
4295. | 4295    .5655739   -.6868417 |
      |------------------------------|
4296. | 4296    .8365009   -1.978654 |
4297. | 4297   -.2447188    1.679895 |
4298. | 4298    .5856264   -1.604956 |
4299. | 4299    .1974948   -.6271822 |
4300. | 4300    1.243803    .1900384 |
      |------------------------------|
4301. | 4301   -3.659894    1.157768 |
4302. | 4302    1.889453    -.271129 |
4303. | 4303    1.089031    1.373396 |
4304. | 4304   -.6142155   -.7058188 |
4305. | 4305   -.7680126    .4217637 |
      |------------------------------|
4306. | 4306    1.322308    .2923798 |
4307. | 4307    -.964533   -1.499393 |
4308. | 4308    .0186934    .3968538 |
4309. | 4309   -.9397039   -.5476547 |
4310. | 4310   -1.310794    1.903797 |
      |------------------------------|
4311. | 4311    .2506684   -1.264513 |
4312. | 4312     1.02441    .4993514 |
4313. | 4313   -.1214195     .460103 |
4314. | 4314   -.3591063    .2953605 |
4315. | 4315    1.290576    .2119149 |
      |------------------------------|
4316. | 4316   -.7690075   -.7223441 |
4317. | 4317   -.0876814   -.1384082 |
4318. | 4318   -.1286529   -1.340523 |
4319. | 4319   -1.373282    .5838396 |
4320. | 4320   -.4580138   -.8800933 |
      |------------------------------|
4321. | 4321     .128871    .0715332 |
4322. | 4322    .5688263   -.1220421 |
4323. | 4323    .4963185    -1.11144 |
4324. | 4324    .3225348    .2963974 |
4325. | 4325    .5979721    .6541902 |
      |------------------------------|
4326. | 4326    .7293115    .8768265 |
4327. | 4327    .7407579     .838161 |
4328. | 4328   -1.842616   -.2246688 |
4329. | 4329    .8073602    .4475265 |
4330. | 4330   -.0018914    1.434357 |
      |------------------------------|
4331. | 4331   -.0390352   -1.349216 |
4332. | 4332    .5213924     .614606 |
4333. | 4333    1.488318     .568629 |
4334. | 4334    1.872231   -.0024118 |
4335. | 4335    .0144128   -.3237577 |
      |------------------------------|
4336. | 4336   -.9156294   -.3870555 |
4337. | 4337    .5578671   -.5858501 |
4338. | 4338   -.1188971    -.012786 |
4339. | 4339    .2888892    .1463072 |
4340. | 4340    .2395614    1.132683 |
      |------------------------------|
4341. | 4341    .3988847    .8072339 |
4342. | 4342   -2.057875   -.6985583 |
4343. | 4343    .1866055   -.0944224 |
4344. | 4344   -.7629926    .5517558 |
4345. | 4345   -.7055312   -.3692393 |
      |------------------------------|
4346. | 4346   -.3447928    .8064669 |
4347. | 4347    .4123042   -1.636157 |
4348. | 4348    .7402403    1.263776 |
4349. | 4349     1.10996    2.040451 |
4350. | 4350   -.0886253    .2781675 |
      |------------------------------|
4351. | 4351   -.1293169   -1.414983 |
4352. | 4352    .9137251   -1.288012 |
4353. | 4353     .627167    1.004622 |
4354. | 4354   -.6206529   -.0635722 |
4355. | 4355    1.591815     .524765 |
      |------------------------------|
4356. | 4356   -1.971783   -.3675605 |
4357. | 4357    1.577064   -.8118598 |
4358. | 4358   -1.402766    1.491172 |
4359. | 4359    1.038121    .3569048 |
4360. | 4360    1.111653    -.687744 |
      |------------------------------|
4361. | 4361    1.245736    1.690366 |
4362. | 4362     .660297   -.1903176 |
4363. | 4363   -1.388669   -.9249364 |
4364. | 4364    1.743401    .9258581 |
4365. | 4365    .4843416   -.4470852 |
      |------------------------------|
4366. | 4366   -.6066932    .6803575 |
4367. | 4367   -2.752603    .1922552 |
4368. | 4368   -.0076729   -2.412593 |
4369. | 4369   -.0059842     1.18701 |
4370. | 4370    .3913509    1.291046 |
      |------------------------------|
4371. | 4371    .6005219   -.6013685 |
4372. | 4372    .5443674   -1.996708 |
4373. | 4373    -.245471   -.5073718 |
4374. | 4374   -.6872155   -.8187907 |
4375. | 4375   -1.783276   -.1866309 |
      |------------------------------|
4376. | 4376   -1.629052   -1.015675 |
4377. | 4377   -1.109009    1.987363 |
4378. | 4378   -2.357918   -.8031858 |
4379. | 4379   -.2427645   -.2797451 |
4380. | 4380    .5288324   -.8491101 |
      |------------------------------|
4381. | 4381    .1313297   -1.717969 |
4382. | 4382   -.1325454    1.662465 |
4383. | 4383    1.379767     .078016 |
4384. | 4384   -.2799921    1.175964 |
4385. | 4385    .1401227   -.9054734 |
      |------------------------------|
4386. | 4386   -.2075365    -.832291 |
4387. | 4387    1.816877     .287286 |
4388. | 4388     -1.2922    1.958629 |
4389. | 4389    1.633369    .2544226 |
4390. | 4390   -.6863068   -1.028187 |
      |------------------------------|
4391. | 4391    1.985273   -.6574399 |
4392. | 4392    .6691579    .8763811 |
4393. | 4393    .8035436   -2.346314 |
4394. | 4394   -1.659122   -.2603854 |
4395. | 4395   -.1079283   -.6273637 |
      |------------------------------|
4396. | 4396    .8679636    .6977095 |
4397. | 4397    .2211424   -1.190997 |
4398. | 4398    1.589344   -.0995627 |
4399. | 4399   -.3910182     .167137 |
4400. | 4400   -.0661176    .2182509 |
      |------------------------------|
4401. | 4401   -1.014625    1.033308 |
4402. | 4402   -.0607739     .548282 |
4403. | 4403    .2025952    1.456209 |
4404. | 4404     .243629     .746408 |
4405. | 4405   -.4376609   -.9202363 |
      |------------------------------|
4406. | 4406    .3620184   -1.568295 |
4407. | 4407   -.5849856    .0310277 |
4408. | 4408   -.2739081   -1.450862 |
4409. | 4409    1.982188   -.8107698 |
4410. | 4410    .0059289    1.874361 |
      |------------------------------|
4411. | 4411    .9370564   -1.419849 |
4412. | 4412   -.6644919   -.5975997 |
4413. | 4413    1.355404   -.1665617 |
4414. | 4414    .2529759     .314035 |
4415. | 4415     1.73861    -.908316 |
      |------------------------------|
4416. | 4416   -.4969594   -1.269195 |
4417. | 4417    .5221097    .5615215 |
4418. | 4418    -.460855    .2264157 |
4419. | 4419    1.953562    .4103815 |
4420. | 4420    .1756565    .5014539 |
      |------------------------------|
4421. | 4421    .1388593    .5266517 |
4422. | 4422   -1.358939    .1677313 |
4423. | 4423    1.086661   -.7978078 |
4424. | 4424    .7373402    2.354346 |
4425. | 4425   -.6432864   -.8236884 |
      |------------------------------|
4426. | 4426    1.164487     .377483 |
4427. | 4427    2.338584   -.1670019 |
4428. | 4428     .173746   -.2529325 |
4429. | 4429    1.257447    .2065997 |
4430. | 4430    1.142841    .7111815 |
      |------------------------------|
4431. | 4431   -1.112874   -1.497725 |
4432. | 4432    1.788628   -.0998606 |
4433. | 4433   -.5516799    .4561423 |
4434. | 4434   -.6800135   -1.086064 |
4435. | 4435   -.9205592   -1.006354 |
      |------------------------------|
4436. | 4436    .0365467    .5180212 |
4437. | 4437    .0170835    1.542227 |
4438. | 4438    1.570264   -.7366138 |
4439. | 4439   -1.474581   -.4346628 |
